period,wallet_name,wallet_address,wallet_avatar,account_name,win,loss,pnl_usd,pnl_sol,telegram,twitter
1,Bolivian,5AyJw1VNDgTho2chipbVmuGqTuX1fCvVkLneChQkQrw8,https://cdn.kolscan.io/profiles/5AyJw1VNDgTho2chipbVmuGqTuX1fCvVkLneChQkQrw8.png,5AyJw1,0,0,($0.0),+0.00 Sol,http://t.me/boliviantrades,https://x.com/_bolivian
1,Issa,2BU3NAzgRA2gg2MpzwwXpA8X4CCRaLgrf6TY1FKfJPX2,https://cdn.kolscan.io/profiles/2BU3NAzgRA2gg2MpzwwXpA8X4CCRaLgrf6TY1FKfJPX2.png,2BU3NA,0,0,($0.0),+0.00 Sol,https://t.me/issasthoughts,https://x.com/issathecooker
1,Rizz,BPWsae36tY6oFz7f5MjsfTGqzi3ttM1AsAtjMvUb91tT,https://cdn.kolscan.io/profiles/BPWsae36tY6oFz7f5MjsfTGqzi3ttM1AsAtjMvUb91tT.png,BPWsae,0,0,($0.0),+0.00 Sol,,https://x.com/sollrizz
1,Bobby,DBmRHNbSsVX8F6NyVaaaiuGdwo1aYGawiy3jfNcvXYSC,https://cdn.kolscan.io/profiles/DBmRHNbSsVX8F6NyVaaaiuGdwo1aYGawiy3jfNcvXYSC.png,DBmRHN,0,0,($0.0),+0.00 Sol,,https://x.com/retardmode
1,Lucas,B7FDzJnb7DLYH1A37tKEFss1RRSz5C7MYgTRRMaWzBqa,https://cdn.kolscan.io/profiles/B7FDzJnb7DLYH1A37tKEFss1RRSz5C7MYgTRRMaWzBqa.png,B7FDzJ,0,0,($0.0),+0.00 Sol,https://t.me/frontruncalls,https://x.com/LockedInLucas
1,Ansem,AVAZvHLR2PcWpDf8BXY4rVxNHYRBytycHkcB5z5QNXYm,https://cdn.kolscan.io/profiles/AVAZvHLR2PcWpDf8BXY4rVxNHYRBytycHkcB5z5QNXYm.png,AVAZvH,0,0,($0.0),+0.00 Sol,,https://x.com/blknoiz06
1,Gake,DNfuF1L62WWyW3pNakVkyGGFzVVhj4Yr52jSmdTyeBHm,https://cdn.kolscan.io/profiles/DNfuF1L62WWyW3pNakVkyGGFzVVhj4Yr52jSmdTyeBHm.png,DNfuF1,0,0,($0.0),+0.00 Sol,https://t.me/GakesBakes,https://x.com/Ga__ke
1,Exy,8hKZKqCgZWxnvRz1XAvmbuzCAfqo5xFjH17vM2J2HTe1,https://cdn.kolscan.io/profiles/8hKZKqCgZWxnvRz1XAvmbuzCAfqo5xFjH17vM2J2HTe1.png,8hKZKq,0,0,($0.0),+0.00 Sol,,https://x.com/eth_exy
1,Dave Portnoy,5rkPDK4JnVAumgzeV2Zu8vjggMTtHdDtrsd5o9dhGZHD,https://cdn.kolscan.io/profiles/5rkPDK4JnVAumgzeV2Zu8vjggMTtHdDtrsd5o9dhGZHD.png,5rkPDK,0,0,($0.0),+0.00 Sol,,https://x.com/stoolpresidente
1,Insyder,G3g1CKqKWSVEVURZDNMazDBv7YAhMNTjhJBVRTiKZygk,https://cdn.kolscan.io/profiles/G3g1CKqKWSVEVURZDNMazDBv7YAhMNTjhJBVRTiKZygk.png,G3g1CK,0,0,($0.0),+0.00 Sol,,https://x.com/insydercrypto
1,Levis,GwoFJFjUTUSWq2EwTz4P2Sznoq9XYLrf8t4q5kbTgZ1R,https://cdn.kolscan.io/profiles/GwoFJFjUTUSWq2EwTz4P2Sznoq9XYLrf8t4q5kbTgZ1R.png,GwoFJF,0,0,($0.0),+0.00 Sol,https://t.me/LevisAlpha,https://x.com/LevisNFT
1,Monarch,H9h6UV9cwWWogcTZ5gbzQ6Z3dYDNaiJ3mUWw3aGnE3Mc,https://cdn.kolscan.io/profiles/H9h6UV9cwWWogcTZ5gbzQ6Z3dYDNaiJ3mUWw3aGnE3Mc.png,H9h6UV,0,0,($0.0),+0.00 Sol,https://t.me/MonarchJournal,https://x.com/MonarchBTC
1,TheDefiApe,ExKCuoAzJCgCVjU3CvNoL8vVrdESTWkx3ubj6rQXwQM4,https://cdn.kolscan.io/profiles/ExKCuoAzJCgCVjU3CvNoL8vVrdESTWkx3ubj6rQXwQM4.png,ExKCuo,0,0,($0.0),+0.00 Sol,https://t.me/DEFIAPEALERTS,https://x.com/TheDefiApe
1,Chefin,6Qs6joB349h7zu1z9xRgPgMSmpBYLDQb2wtAecY4LysH,https://cdn.kolscan.io/profiles/6Qs6joB349h7zu1z9xRgPgMSmpBYLDQb2wtAecY4LysH.png,6Qs6jo,0,0,($0.0),+0.00 Sol,https://t.me/ChefinAlpha,https://x.com/Chefin100x
1,JB,7dP8DmRka5rmQti4zEEDjdAyaQyvFsPkcXMjEKJucqCu,https://cdn.kolscan.io/profiles/7dP8DmRka5rmQti4zEEDjdAyaQyvFsPkcXMjEKJucqCu.png,7dP8Dm,0,0,($0.0),+0.00 Sol,,https://x.com/Jeetburner
1,Zinc,EBjXstFQBBnXVFEXouqGfUxQFmaEHu6KFbxrZQkGbjru,https://cdn.kolscan.io/profiles/EBjXstFQBBnXVFEXouqGfUxQFmaEHu6KFbxrZQkGbjru.png,EBjXst,0,0,($0.0),+0.00 Sol,https://t.me/zincalpha,https://x.com/zinceth
1,Betman,BoYHJoKntk3pjkaV8qFojEonSPWmWMfQocZTwDd1bcGG,https://cdn.kolscan.io/profiles/BoYHJoKntk3pjkaV8qFojEonSPWmWMfQocZTwDd1bcGG.png,BoYHJo,0,1,(-$9.8),-0.05 Sol,,https://x.com/ImTheBetman
1,Michi,8YYDiCbPd4nM8TxrQEVdPA4aG8jys8R7Z1kKsgPL4pwh,https://cdn.kolscan.io/profiles/8YYDiCbPd4nM8TxrQEVdPA4aG8jys8R7Z1kKsgPL4pwh.png,8YYDiC,0,1,(-$30.8),-0.17 Sol,,https://x.com/michibets
1,0xWinged,HrCPnDvDgbpbFxKxer6Pw3qEcfAQQNNjb6aJNFWgTEng,https://cdn.kolscan.io/profiles/HrCPnDvDgbpbFxKxer6Pw3qEcfAQQNNjb6aJNFWgTEng.png,HrCPnD,1,1,(-$33.1),-0.19 Sol,,https://x.com/0xExorcized
1,BagCalls,4AHgEkTsGqY77qtde4UJn9yZCrbGcM7UM3vjT3qM4G5H,https://cdn.kolscan.io/profiles/4AHgEkTsGqY77qtde4UJn9yZCrbGcM7UM3vjT3qM4G5H.png,4AHgEk,0,1,(-$37.4),-0.21 Sol,https://t.me/bagcalls,https://x.com/BagCalls
1,Idontpaytaxes,2T5NgDDidkvhJQg8AHDi74uCFwgp25pYFMRZXBaCUNBH,https://cdn.kolscan.io/profiles/2T5NgDDidkvhJQg8AHDi74uCFwgp25pYFMRZXBaCUNBH.png,2T5NgD,2,4,(-$95.9),-0.54 Sol,,https://x.com/untaxxable
1,Trey,831yhv67QpKqLBJjbmw2xoDUeeFHGUx8RnuRj9imeoEs,https://cdn.kolscan.io/profiles/831yhv67QpKqLBJjbmw2xoDUeeFHGUx8RnuRj9imeoEs.png,831yhv,9,21,(-$122.0),-0.68 Sol,https://t.me/treystele,https://x.com/treysocial
1,gr3g,J23qr98GjGJJqKq9CBEnyRhHbmkaVxtTJNNxKu597wsA,https://cdn.kolscan.io/profiles/J23qr98GjGJJqKq9CBEnyRhHbmkaVxtTJNNxKu597wsA.png,J23qr9,11,9,(-$149.5),-0.84 Sol,,https://x.com/gr3gor14n
1,goob,9BkauJdFYUyBkNBZwV4mNNyfeVKhHvjULb7cL4gFQaLt,https://cdn.kolscan.io/profiles/9BkauJdFYUyBkNBZwV4mNNyfeVKhHvjULb7cL4gFQaLt.png,9BkauJ,0,2,(-$171.3),-0.96 Sol,https://t.me/goobscall,https://x.com/ifullclipp
1,Sloppy,86AEJExyjeNNgcp7GrAvCXTDicf5aGWgoERbXFiG1EdD,https://cdn.kolscan.io/profiles/86AEJExyjeNNgcp7GrAvCXTDicf5aGWgoERbXFiG1EdD.png,86AEJE,19,42,(-$182.7),-1.03 Sol,,https://x.com/SloppyStreamz
1,Zyaf,F5TjPySiUJMdvqMZHnPP85Rc1vErDGV5FR5P2vdVm429,https://cdn.kolscan.io/profiles/F5TjPySiUJMdvqMZHnPP85Rc1vErDGV5FR5P2vdVm429.png,F5TjPy,1,2,(-$219.8),-1.23 Sol,https://t.me/zyafgambles,https://x.com/0xZyaf
1,The Doc,DYAn4XpAkN5mhiXkRB7dGq4Jadnx6XYgu8L5b3WGhbrt,https://cdn.kolscan.io/profiles/DYAn4XpAkN5mhiXkRB7dGq4Jadnx6XYgu8L5b3WGhbrt.png,DYAn4X,3,8,(-$403.7),-2.27 Sol,,https://x.com/KayTheDoc
1,Saif,BuhkHhM3j4viF71pMTd23ywxPhF35LUnc2QCLAvUxCdW,https://cdn.kolscan.io/profiles/BuhkHhM3j4viF71pMTd23ywxPhF35LUnc2QCLAvUxCdW.png,BuhkHh,2,5,(-$533.8),-3.00 Sol,,https://x.com/degensaif
1,Fashr,719sfKUjiMThumTt2u39VMGn612BZyCcwbM5Pe8SqFYz,https://cdn.kolscan.io/profiles/719sfKUjiMThumTt2u39VMGn612BZyCcwbM5Pe8SqFYz.png,719sfK,34,72,(-$695.4),-3.90 Sol,,https://x.com/FASHRCrypto
1,Ethan Prosper,sAdNbe1cKNMDqDsa4npB3TfL62T14uAo2MsUQfLvzLT,https://cdn.kolscan.io/profiles/sAdNbe1cKNMDqDsa4npB3TfL62T14uAo2MsUQfLvzLT.png,sAdNbe,5,9,(-$761.2),-4.27 Sol,,https://x.com/pr6spr
1,Sebastian,3BLjRcxWGtR7WRshJ3hL25U3RjWr5Ud98wMcczQqk4Ei,https://cdn.kolscan.io/profiles/3BLjRcxWGtR7WRshJ3hL25U3RjWr5Ud98wMcczQqk4Ei.png,3BLjRc,37,49,(-$989.4),-5.55 Sol,,https://x.com/Saint_pablo123
1,YOUNIZ,EKDDjxzJ39Bjkr47NiARGJDKFVxiiV9WNJ5XbtEhPEXP,https://cdn.kolscan.io/profiles/EKDDjxzJ39Bjkr47NiARGJDKFVxiiV9WNJ5XbtEhPEXP.png,EKDDjx,18,49,"(-$1,112.0)",-6.24 Sol,,https://x.com/YOUNIZ_XLZ
1,Absol,BXNiM7pqt9Ld3b2Hc8iT3mA5bSwoe9CRrtkSUs15SLWN,https://cdn.kolscan.io/profiles/BXNiM7pqt9Ld3b2Hc8iT3mA5bSwoe9CRrtkSUs15SLWN.png,BXNiM7,7,23,"(-$1,116.2)",-6.26 Sol,https://t.me/absolcalls,https://x.com/absolquant
1,Qtdegen,7tiRXPM4wwBMRMYzmywRAE6jveS3gDbNyxgRrEoU6RLA,https://cdn.kolscan.io/profiles/7tiRXPM4wwBMRMYzmywRAE6jveS3gDbNyxgRrEoU6RLA.png,7tiRXP,17,30,"(-$1,137.4)",-6.38 Sol,,https://x.com/qtdegen
1,unprofitable,DYmsQudNqJyyDvq86XmzAvrU9T7xwfQEwh6gPQw9TPNF,https://cdn.kolscan.io/profiles/DYmsQudNqJyyDvq86XmzAvrU9T7xwfQEwh6gPQw9TPNF.png,DYmsQu,3,4,"(-$1,185.3)",-6.65 Sol,,https://x.com/exitliquid1ty
1,cxltures,3ZtwP8peTwTfLUF1rgUQgUxwyeHCxfmoELXghQzKqnAJ,https://cdn.kolscan.io/profiles/3ZtwP8peTwTfLUF1rgUQgUxwyeHCxfmoELXghQzKqnAJ.png,3ZtwP8,4,6,"(-$1,288.8)",-7.23 Sol,,https://x.com/cxlturesvz
1,Nach,9jyqFiLnruggwNn4EQwBNFXwpbLM9hrA4hV59ytyAVVz,https://cdn.kolscan.io/profiles/9jyqFiLnruggwNn4EQwBNFXwpbLM9hrA4hV59ytyAVVz.png,9jyqFi,1,1,"(-$1,549.1)",-8.69 Sol,https://t.me/NarrativeNach,https://x.com/NachSOL
1,Lynk,DrHszsqMAMuBrgRJ3XG7ZutDfEETHFW6W7vxA1vSQ2Ub,https://cdn.kolscan.io/profiles/DrHszsqMAMuBrgRJ3XG7ZutDfEETHFW6W7vxA1vSQ2Ub.png,DrHszs,5,11,"(-$1,619.5)",-9.09 Sol,https://t.me/lynkscabal,https://x.com/lynk0x
1,Ferb,m7Kaas3Kd8FHLnCioSjCoSuVDReZ6FDNBVM6HTNYuF7,https://cdn.kolscan.io/profiles/m7Kaas3Kd8FHLnCioSjCoSuVDReZ6FDNBVM6HTNYuF7.png,m7Kaas,5,10,"(-$2,076.8)",-11.66 Sol,,https://x.com/ferbsol
1,TIL,EHg5YkU2SZBTvuT87rUsvxArGp3HLeye1fXaSDfuMyaf,https://cdn.kolscan.io/profiles/EHg5YkU2SZBTvuT87rUsvxArGp3HLeye1fXaSDfuMyaf.png,EHg5Yk,9,22,"(-$2,126.5)",-11.93 Sol,,https://x.com/tilcrypto
1,bandit,5B79fMkcFeRTiwm7ehsZsFiKsC7m7n1Bgv9yLxPp9q2X,https://cdn.kolscan.io/profiles/5B79fMkcFeRTiwm7ehsZsFiKsC7m7n1Bgv9yLxPp9q2X.png,5B79fM,32,58,"(-$2,205.4)",-12.38 Sol,,https://x.com/bandeeeez
1,Jidn,3h65MmPZksoKKyEpEjnWU2Yk2iYT5oZDNitGy5cTaxoE,https://cdn.kolscan.io/profiles/3h65MmPZksoKKyEpEjnWU2Yk2iYT5oZDNitGy5cTaxoE.png,3h65Mm,34,54,"(-$2,324.5)",-13.04 Sol,https://t.me/JidnLosesMoney,https://x.com/jidn_w
1,Gorilla Capital,DpNVrtA3ERfKzX4F8Pi2CVykdJJjoNxyY5QgoytAwD26,https://cdn.kolscan.io/profiles/DpNVrtA3ERfKzX4F8Pi2CVykdJJjoNxyY5QgoytAwD26.png,DpNVrt,7,23,"(-$2,435.4)",-13.67 Sol,https://t.me/gorillacapitalcooks,https://x.com/gorillacapsol
1,Danny,9FNz4MjPUmnJqTf6yEDbL1D4SsHVh7uA8zRHhR5K138r,https://cdn.kolscan.io/profiles/9FNz4MjPUmnJqTf6yEDbL1D4SsHVh7uA8zRHhR5K138r.png,9FNz4M,25,35,"(-$2,439.8)",-13.69 Sol,,https://x.com/0xSevere
1,Nyhrox,87MZqjjJgpuFvaU8GyQJKbZGnCFFhX82qAjBGLRXPfcn,https://cdn.kolscan.io/profiles/87MZqjjJgpuFvaU8GyQJKbZGnCFFhX82qAjBGLRXPfcn.png,87MZqj,21,39,"(-$2,657.9)",-14.92 Sol,,https://x.com/nyhrox
1,Leens,7iabBMwmSvS4CFPcjW2XYZY53bUCHzXjCFEFhxeYP4CY,https://cdn.kolscan.io/profiles/7iabBMwmSvS4CFPcjW2XYZY53bUCHzXjCFEFhxeYP4CY.png,7iabBM,7,16,"(-$2,763.0)",-15.51 Sol,https://t.me/leenscooks,https://x.com/leensx100
1,jitter,7PuHVAKDZ96s9P5FAt2eEdE8EYKxy9iUhvaLaMFqfCyj,https://cdn.kolscan.io/profiles/7PuHVAKDZ96s9P5FAt2eEdE8EYKxy9iUhvaLaMFqfCyj.png,7PuHVA,7,13,"(-$3,176.3)",-17.83 Sol,,https://x.com/jitterxyz
1,Pain,J6TDXvarvpBdPXTaTU8eJbtso1PUCYKGkVtMKUUY8iEa,https://cdn.kolscan.io/profiles/J6TDXvarvpBdPXTaTU8eJbtso1PUCYKGkVtMKUUY8iEa.png,J6TDXv,1,5,"(-$3,552.0)",-19.93 Sol,https://t.me/PainCrypto69,https://x.com/PainCrypt0
1,Key,4Bdn33fA7LLZQuuXuFLSxtPWGAUnMBcreQHfh9MXuixe,https://cdn.kolscan.io/profiles/4Bdn33fA7LLZQuuXuFLSxtPWGAUnMBcreQHfh9MXuixe.png,4Bdn33,2,16,"(-$3,636.7)",-20.41 Sol,,https://x.com/w3b3k3y
1,OGAntD,215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP,https://cdn.kolscan.io/profiles/215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP.png,215nhc,5,10,"(-$4,969.9)",-27.89 Sol,,https://x.com/0GAntD
1,Dex,mW4PZB45isHmnjGkLpJvjKBzVS5NXzTJ8UDyug4gTsM,https://cdn.kolscan.io/profiles/mW4PZB45isHmnjGkLpJvjKBzVS5NXzTJ8UDyug4gTsM.png,mW4PZB,11,25,"(-$5,396.2)",-30.28 Sol,,https://x.com/igndex
1,xander,B3wagQZiZU2hKa5pUCj6rrdhWsX3Q6WfTTnki9PjwzMh,https://cdn.kolscan.io/profiles/B3wagQZiZU2hKa5pUCj6rrdhWsX3Q6WfTTnki9PjwzMh.png,B3wagQ,4,5,"(-$7,743.1)",-43.45 Sol,https://t.me/xanderstrenches,https://x.com/xandereef
1,Sue,AXwssg5NjQodKofcLV6ypJL4R5usvysYt9q7YVwjEgAH,https://cdn.kolscan.io/profiles/AXwssg5NjQodKofcLV6ypJL4R5usvysYt9q7YVwjEgAH.png,AXwssg,11,29,"(-$8,185.6)",-45.94 Sol,https://t.me/sue_degenjournal,https://x.com/sue_xbt
1,Loopierr,9yYya3F5EJoLnBNKW6z4bZvyQytMXzDcpU5D6yYr4jqL,https://cdn.kolscan.io/profiles/9yYya3F5EJoLnBNKW6z4bZvyQytMXzDcpU5D6yYr4jqL.png,9yYya3,6,18,"(-$9,440.0)",-52.98 Sol,https://t.me/loopierrsjourney,https://x.com/Loopierr
1,aloh,xXpRSpAe1ajq4tJP78tS3X1AqNwJVQ4Vvb1Swg4hHQh,https://cdn.kolscan.io/profiles/xXpRSpAe1ajq4tJP78tS3X1AqNwJVQ4Vvb1Swg4hHQh.png,xXpRSp,40,67,"(-$10,343.9)",-58.05 Sol,https://t.me/alohcooks,https://x.com/alohquant
1,pullup,65paNEG8m7mCVoASVF2KbRdU21aKXdASSB9G3NjCSQuE,https://cdn.kolscan.io/profiles/65paNEG8m7mCVoASVF2KbRdU21aKXdASSB9G3NjCSQuE.png,65paNE,6,30,"(-$16,978.2)",-95.28 Sol,,https://x.com/pullupso
7,Mezoteric,EdDCRfDDeiiDXdntrP59abH4DXHFNU48zpMPYisDMjA7,https://cdn.kolscan.io/profiles/EdDCRfDDeiiDXdntrP59abH4DXHFNU48zpMPYisDMjA7.png,EdDCRf,2,2,"($119,839.8)",+672.53 Sol,,https://x.com/mezoteric
7,dv,BCagckXeMChUKrHEd6fKFA1uiWDtcmCXMsqaheLiUPJd,https://cdn.kolscan.io/profiles/BCagckXeMChUKrHEd6fKFA1uiWDtcmCXMsqaheLiUPJd.png,BCagck,569,672,"($62,208.1)",+349.11 Sol,,https://x.com/vibed333
7,Kadenox,3pZ59YENxDAcjaKa3sahZJBcgER4rGYi4v6BpPurmsGj,https://cdn.kolscan.io/profiles/3pZ59YENxDAcjaKa3sahZJBcgER4rGYi4v6BpPurmsGj.png,3pZ59Y,251,307,"($50,354.0)",+282.58 Sol,,https://x.com/kadenox
7,TIL,EHg5YkU2SZBTvuT87rUsvxArGp3HLeye1fXaSDfuMyaf,https://cdn.kolscan.io/profiles/EHg5YkU2SZBTvuT87rUsvxArGp3HLeye1fXaSDfuMyaf.png,EHg5Yk,60,162,"($38,085.7)",+213.73 Sol,,https://x.com/tilcrypto
7,S,ApRnQN2HkbCn7W2WWiT2FEKvuKJp9LugRyAE1a9Hdz1,https://cdn.kolscan.io/profiles/ApRnQN2HkbCn7W2WWiT2FEKvuKJp9LugRyAE1a9Hdz1.png,ApRnQN,37,69,"($37,604.8)",+211.03 Sol,,https://x.com/runitbackghost
7,Hail,HA1L7GhQfypSRdfBi3tCkkCVEdEcBVYqBSQCENCrwPuB,https://cdn.kolscan.io/profiles/HA1L7GhQfypSRdfBi3tCkkCVEdEcBVYqBSQCENCrwPuB.png,HA1L7G,70,77,"($36,106.1)",+202.62 Sol,,https://x.com/ignHail
7,xander,B3wagQZiZU2hKa5pUCj6rrdhWsX3Q6WfTTnki9PjwzMh,https://cdn.kolscan.io/profiles/B3wagQZiZU2hKa5pUCj6rrdhWsX3Q6WfTTnki9PjwzMh.png,B3wagQ,39,69,"($33,968.1)",+190.63 Sol,https://t.me/xanderstrenches,https://x.com/xandereef
7,Jijo,4BdKaxN8G6ka4GYtQQWk4G4dZRUTX2vQH9GcXdBREFUk,https://cdn.kolscan.io/profiles/4BdKaxN8G6ka4GYtQQWk4G4dZRUTX2vQH9GcXdBREFUk.png,4BdKax,63,20,"($33,144.8)",+186.01 Sol,https://t.me/jijosjournal,https://x.com/jijo_exe
7,Rev,EgzjRCbcdRiPc1bW52tcvGDnKDbQWCzQbUhDBszD2BZm,https://cdn.kolscan.io/profiles/EgzjRCbcdRiPc1bW52tcvGDnKDbQWCzQbUhDBszD2BZm.png,EgzjRC,20,40,"($32,020.7)",+179.70 Sol,,https://x.com/solrevv
7,Groovy,34ZEH778zL8ctkLwxxERLX5ZnUu6MuFyX9CWrs8kucMw,https://cdn.kolscan.io/profiles/34ZEH778zL8ctkLwxxERLX5ZnUu6MuFyX9CWrs8kucMw.png,34ZEH7,200,152,"($28,047.9)",+157.40 Sol,,https://x.com/0xGroovy
7,The Doc,DYAn4XpAkN5mhiXkRB7dGq4Jadnx6XYgu8L5b3WGhbrt,https://cdn.kolscan.io/profiles/DYAn4XpAkN5mhiXkRB7dGq4Jadnx6XYgu8L5b3WGhbrt.png,DYAn4X,44,54,"($27,269.1)",+153.03 Sol,,https://x.com/KayTheDoc
7,Heyitsyolo,Av3xWHJ5EsoLZag6pr7LKbrGgLRTaykXomDD5kBhL9YQ,https://cdn.kolscan.io/profiles/Av3xWHJ5EsoLZag6pr7LKbrGgLRTaykXomDD5kBhL9YQ.png,Av3xWH,229,187,"($25,440.0)",+142.77 Sol,,https://x.com/Heyitsyolotv
7,ozark,DZAa55HwXgv5hStwaTEJGXZz1DhHejvpb7Yr762urXam,https://cdn.kolscan.io/profiles/DZAa55HwXgv5hStwaTEJGXZz1DhHejvpb7Yr762urXam.png,DZAa55,93,150,"($24,108.1)",+135.29 Sol,,https://x.com/ohzarke
7,aloh,xXpRSpAe1ajq4tJP78tS3X1AqNwJVQ4Vvb1Swg4hHQh,https://cdn.kolscan.io/profiles/xXpRSpAe1ajq4tJP78tS3X1AqNwJVQ4Vvb1Swg4hHQh.png,xXpRSp,267,385,"($23,565.7)",+132.25 Sol,https://t.me/alohcooks,https://x.com/alohquant
7,Sebastian,3BLjRcxWGtR7WRshJ3hL25U3RjWr5Ud98wMcczQqk4Ei,https://cdn.kolscan.io/profiles/3BLjRcxWGtR7WRshJ3hL25U3RjWr5Ud98wMcczQqk4Ei.png,3BLjRc,215,382,"($21,376.0)",+119.96 Sol,,https://x.com/Saint_pablo123
7,Al4n,2YJbcB9G8wePrpVBcT31o8JEed6L3abgyCjt5qkJMymV,https://cdn.kolscan.io/profiles/2YJbcB9G8wePrpVBcT31o8JEed6L3abgyCjt5qkJMymV.png,2YJbcB,318,410,"($19,565.6)",+109.80 Sol,,https://x.com/Al4neu
7,Smokez,5t9xBNuDdGTGpjaPTx6hKd7sdRJbvtKS8Mhq6qVbo8Qz,https://cdn.kolscan.io/profiles/5t9xBNuDdGTGpjaPTx6hKd7sdRJbvtKS8Mhq6qVbo8Qz.png,5t9xBN,54,25,"($18,097.2)",+101.56 Sol,,https://x.com/SmokezXBT
7,cxltures,3ZtwP8peTwTfLUF1rgUQgUxwyeHCxfmoELXghQzKqnAJ,https://cdn.kolscan.io/profiles/3ZtwP8peTwTfLUF1rgUQgUxwyeHCxfmoELXghQzKqnAJ.png,3ZtwP8,216,411,"($16,529.8)",+92.76 Sol,,https://x.com/cxlturesvz
7,theo,Bi4rd5FH5bYEN8scZ7wevxNZyNmKHdaBcvewdPFxYdLt,https://cdn.kolscan.io/profiles/Bi4rd5FH5bYEN8scZ7wevxNZyNmKHdaBcvewdPFxYdLt.png,Bi4rd5,310,445,"($12,613.5)",+70.79 Sol,,https://x.com/theonomix
7,Bastille,3kebnKw7cPdSkLRfiMEALyZJGZ4wdiSRvmoN4rD1yPzV,https://cdn.kolscan.io/profiles/3kebnKw7cPdSkLRfiMEALyZJGZ4wdiSRvmoN4rD1yPzV.png,3kebnK,97,114,"($12,163.9)",+68.26 Sol,,https://x.com/BastilleBtc
7,Mr. Frog,4DdrfiDHpmx55i4SPssxVzS9ZaKLb8qr45NKY9Er9nNh,https://cdn.kolscan.io/profiles/4DdrfiDHpmx55i4SPssxVzS9ZaKLb8qr45NKY9Er9nNh.png,4Ddrfi,92,32,"($10,888.4)",+61.10 Sol,,https://x.com/TheMisterFrog
7,Classic,DsqRyTUh1R37asYcVf1KdX4CNnz5DKEFmnXvgT4NfTPE,https://cdn.kolscan.io/profiles/DsqRyTUh1R37asYcVf1KdX4CNnz5DKEFmnXvgT4NfTPE.png,DsqRyT,107,112,"($10,731.0)",+60.22 Sol,https://t.me/mrclassiccalls,https://x.com/simplyclassic69
7,West,JDd3hy3gQn2V982mi1zqhNqUw1GfV2UL6g76STojCJPN,https://cdn.kolscan.io/profiles/JDd3hy3gQn2V982mi1zqhNqUw1GfV2UL6g76STojCJPN.png,JDd3hy,128,179,"($10,404.8)",+58.39 Sol,,https://x.com/ratwizardx
7,Cooker,8deJ9xeUvXSJwicYptA9mHsU2rN2pDx37KWzkDkEXhU6,https://cdn.kolscan.io/profiles/8deJ9xeUvXSJwicYptA9mHsU2rN2pDx37KWzkDkEXhU6.png,8deJ9x,62,19,"($10,230.8)",+57.41 Sol,https://t.me/CookersCooks,https://x.com/CookerFlips
7,Orange,96sErVjEN7LNJ6Uvj63bdRWZxNuBngj56fnT9biHLKBf,https://cdn.kolscan.io/profiles/96sErVjEN7LNJ6Uvj63bdRWZxNuBngj56fnT9biHLKBf.png,96sErV,36,59,"($10,219.4)",+57.35 Sol,,https://x.com/OrangeSBS
7,YOUNIZ,EKDDjxzJ39Bjkr47NiARGJDKFVxiiV9WNJ5XbtEhPEXP,https://cdn.kolscan.io/profiles/EKDDjxzJ39Bjkr47NiARGJDKFVxiiV9WNJ5XbtEhPEXP.png,EKDDjx,101,163,"($10,073.8)",+56.53 Sol,,https://x.com/YOUNIZ_XLZ
7,Gake,DNfuF1L62WWyW3pNakVkyGGFzVVhj4Yr52jSmdTyeBHm,https://cdn.kolscan.io/profiles/DNfuF1L62WWyW3pNakVkyGGFzVVhj4Yr52jSmdTyeBHm.png,DNfuF1,3,0,"($8,820.7)",+49.50 Sol,https://t.me/GakesBakes,https://x.com/Ga__ke
7,el charto,CCUcjek5p6DLoH2YNtjizxYhAnStXAQAGVxhp1cYJF7w,https://cdn.kolscan.io/profiles/CCUcjek5p6DLoH2YNtjizxYhAnStXAQAGVxhp1cYJF7w.png,CCUcje,153,67,"($8,200.1)",+46.02 Sol,https://t.me/ChartoCartel,https://x.com/elchartox
7,Latuche,GJA1HEbxGnqBhBifH9uQauzXSB53to5rhDrzmKxhSU65,https://cdn.kolscan.io/profiles/GJA1HEbxGnqBhBifH9uQauzXSB53to5rhDrzmKxhSU65.png,GJA1HE,80,139,"($7,687.1)",+43.14 Sol,,https://x.com/Latuche95
7,Qtdegen,7tiRXPM4wwBMRMYzmywRAE6jveS3gDbNyxgRrEoU6RLA,https://cdn.kolscan.io/profiles/7tiRXPM4wwBMRMYzmywRAE6jveS3gDbNyxgRrEoU6RLA.png,7tiRXP,94,148,"($7,008.9)",+39.33 Sol,,https://x.com/qtdegen
7,Idontpaytaxes,2T5NgDDidkvhJQg8AHDi74uCFwgp25pYFMRZXBaCUNBH,https://cdn.kolscan.io/profiles/2T5NgDDidkvhJQg8AHDi74uCFwgp25pYFMRZXBaCUNBH.png,2T5NgD,50,47,"($6,860.4)",+38.50 Sol,,https://x.com/untaxxable
7,Beaver,GM7Hrz2bDq33ezMtL6KGidSWZXMWgZ6qBuugkb5H8NvN,https://cdn.kolscan.io/profiles/GM7Hrz2bDq33ezMtL6KGidSWZXMWgZ6qBuugkb5H8NvN.png,GM7Hrz,4,1,"($6,184.5)",+34.71 Sol,,https://x.com/beaverd
